,math_placement_score,hsgpa,NonTC,Mix,APOnly,STEM,NONSTEM,Female,Male,Caucasian,Black,Multirace,Hispanic,AsiPac,Asian,Native,HawaiiPac,Other,8 or less,10 or less,12 or less
392,-2.4557391764521572,-0.17031244400156062,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
393,0.591251474665784,1.2213954244126337,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
396,-1.3803307113517072,-0.3180356255650783,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
397,1.3081904513994176,1.488333805132674,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
398,-1.0218612229848907,-1.2328826973531806,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
399,0.4120167304823758,0.9440905046355031,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
400,-0.48415699043466537,-2.637548739588736,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
401,0.053547242115559314,0.5683034638160278,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
403,-2.0972696880853405,0.6408692372156518,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
404,0.053547242115559314,-0.6031154496350247,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
405,-0.48415699043466537,0.9181741569927813,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
406,2.383598916499868,0.7108433758510017,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
407,-0.48415699043466537,-1.54387886906585,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
412,-1.0218612229848907,0.5812616376373899,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
414,0.7704862188491928,0.8663414617073363,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
415,1.666659939766234,0.4387217256024162,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
417,0.7704862188491928,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
418,2.025129428133051,0.7782258797220806,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
420,-1.0218612229848907,0.07589285860430182,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
422,1.1289557072160092,0.995923199920948,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
423,-1.5595654555351153,0.14068372771110765,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
425,1.4874251955828257,1.7993299768453435,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
427,-1.9180349439019322,-2.8526544250233323,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
428,-1.2010959671682988,-2.8215548078520656,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
429,-0.6633917346180739,-0.6886393968560097,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
430,-1.3803307113517072,-2.2902696811762553,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
431,-1.7388001997185238,-1.3106317402813474,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
432,2.383598916499868,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
434,-1.3803307113517072,0.2961818135674424,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
436,2.383598916499868,0.8482000183574303,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
439,-0.48415699043466537,-1.2328826973531806,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
440,0.23278198629896754,-0.8726454651193394,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
441,2.383598916499868,0.7108433758510017,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
442,-0.12568750206784893,0.7108433758510017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
445,-0.48415699043466537,-0.9996355685686791,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
447,1.4874251955828257,0.8922578093500582,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
448,-1.2010959671682988,-0.27397783457245045,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
450,-0.12568750206784893,-0.4631671723643252,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
451,-0.12568750206784893,-1.3883807832095154,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
454,2.025129428133051,0.7574928016079026,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
455,-0.6633917346180739,0.2961818135674424,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
458,0.949720963032601,0.19251642299655256,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
459,1.666659939766234,0.3713392217313372,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
461,2.383598916499868,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
462,0.23278198629896754,-0.7923047874268995,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
463,1.3081904513994176,1.3069193716336174,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
467,-0.6633917346180739,1.1229133033702878,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
468,1.1289557072160092,-0.08997176630912072,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
471,-0.12568750206784893,-3.4098558993418644,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
472,0.949720963032601,-0.11847974871611572,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
473,-0.3049222462512574,-0.7923047874268995,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
475,-1.0218612229848907,-1.6993769549221847,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
477,0.053547242115559314,-0.7223306487915485,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
478,-1.3803307113517072,-1.7382514763862675,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
480,-0.6633917346180739,-1.059243168146941,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
481,-0.12568750206784893,-1.155133654425014,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
482,0.591251474665784,-1.5231457909516721,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
483,0.23278198629896754,-0.5149998676497701,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
484,-0.6633917346180739,0.8948494441143313,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
486,-0.3049222462512574,1.2810030239908956,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
487,-0.6633917346180739,0.5553452899946669,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
490,-1.2010959671682988,-1.2328826973531806,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
491,1.4874251955828257,-0.5849740062851199,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
492,-1.5595654555351153,-0.11847974871611572,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
494,0.053547242115559314,0.503512594709222,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
495,-1.3803307113517072,0.06293468478294088,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
497,1.1289557072160092,-0.6627230492132866,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
498,-0.12568750206784893,-1.6993769549221847,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
499,2.025129428133051,-1.2354743321174537,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
500,-0.12568750206784893,0.495737690416405,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
501,2.2043641723164593,1.3146942759264344,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
503,-1.0218612229848907,-0.14439609635883874,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
505,-0.8426264788014821,-1.077384611496846,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
507,1.8458946839496422,0.6641939500941006,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
508,-0.6633917346180739,0.06293468478294088,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
510,-0.8426264788014821,-1.981865144227858,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
512,-0.12568750206784893,0.9466821393997762,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
514,0.23278198629896754,0.8145087664218914,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
516,0.591251474665784,0.14068372771110765,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
517,2.5628336606832756,1.3587520669190623,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
519,-0.8426264788014821,-0.6186652582206588,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
520,0.591251474665784,-0.14180446159456564,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
521,-0.48415699043466537,0.8300585750075254,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
523,2.383598916499868,0.4775962470665001,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
527,-1.5595654555351153,-0.7923047874268995,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
528,0.591251474665784,0.570895098580301,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
530,0.053547242115559314,1.2939611978122565,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
531,-0.48415699043466537,-2.095897073855838,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
532,-1.0218612229848907,0.42576355178105524,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
533,-0.6633917346180739,-0.12625465300893274,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
534,0.23278198629896754,-0.01999762767377097,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
537,0.591251474665784,0.7108433758510017,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
539,-0.3049222462512574,-3.4876049422700324,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
541,2.025129428133051,1.1773376334200059,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
542,-1.0218612229848907,-0.5564660238781248,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
545,-0.6633917346180739,0.7108433758510017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
547,-0.12568750206784893,-0.03295580149513191,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
549,-0.12568750206784893,0.9440905046355031,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
550,-1.5595654555351153,-1.621627911994017,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
551,-1.3803307113517072,-1.54387886906585,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
553,0.949720963032601,0.5553452899946669,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
554,-0.3049222462512574,0.6875186629725517,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
556,1.3081904513994176,-1.2665739492887196,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
557,0.053547242115559314,0.464638073245138,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
563,2.025129428133051,0.2702654659247205,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
565,-0.48415699043466537,0.2702654659247205,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
569,0.4120167304823758,0.495737690416405,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
571,0.053547242115559314,0.42576355178105524,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
576,-0.12568750206784893,1.2550866763481725,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
582,-0.6633917346180739,-2.173646116784005,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
583,0.949720963032601,0.037018337140219,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
584,1.1289557072160092,0.6952935672653676,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
586,-0.8426264788014821,0.529428942351945,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
589,-0.8426264788014821,0.6849270282082798,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
590,-0.3049222462512574,1.1514212857772828,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
591,0.949720963032601,-0.44243409425014607,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
592,-0.6633917346180739,-1.3106317402813474,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
593,-0.12568750206784893,0.9052159831714203,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
594,-1.2010959671682988,0.7989589578362574,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
595,1.666659939766234,0.7756342449578074,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
598,-0.6633917346180739,-0.04073070578794893,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
599,1.666659939766234,1.527208326596759,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
602,-1.0218612229848907,-0.6160736234563868,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
606,-0.3049222462512574,0.7393513582579966,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
607,-1.2010959671682988,-1.030735185739945,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
609,2.2043641723164593,0.8404251140646133,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
610,-0.12568750206784893,-2.6401403743530087,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
612,-0.6633917346180739,-0.15994590494447278,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
613,-1.0218612229848907,0.011101989497495975,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
614,2.383598916499868,1.2369452329982678,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
615,-0.6633917346180739,-1.2328826973531806,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
616,-0.12568750206784893,0.20288296205364154,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
619,2.2043641723164593,0.8611581921787924,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
620,0.053547242115559314,-0.15217100065165576,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
621,-0.8426264788014821,-1.2924902969314425,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
622,0.4120167304823758,-2.2177039077766327,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
623,2.2043641723164593,1.2291703287054507,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
624,1.4874251955828257,0.1277255538897467,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
625,1.3081904513994176,0.018876893790312998,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
626,0.23278198629896754,0.5942198114587509,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
627,-1.2010959671682988,-0.6471732406276526,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
629,-0.48415699043466537,-0.2325116783440945,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
630,1.3081904513994176,0.6590106805655567,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
634,-0.48415699043466537,1.0995885904918379,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
635,0.053547242115559314,1.1902958072413667,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
636,0.4120167304823758,-0.5642409281709418,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
638,0.7704862188491928,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
641,-1.0218612229848907,0.15105026676819663,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
642,1.666659939766234,0.529428942351945,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
643,0.053547242115559314,1.2861862935194395,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
648,-1.2010959671682988,0.1666000753538307,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
649,1.8458946839496422,-0.8026713264839873,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
650,1.666659939766234,1.3250608149835235,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
652,0.7704862188491928,0.24434911828199748,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
653,-0.12568750206784893,0.7289848192009065,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
655,-0.48415699043466537,0.495737690416405,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
658,0.591251474665784,0.8663414617073363,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
659,0.949720963032601,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
662,-0.12568750206784893,-0.5642409281709418,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
665,0.591251474665784,1.021839547563671,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
667,1.1289557072160092,0.8792996355286973,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
668,0.7704862188491928,-0.6160736234563868,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
669,-1.0218612229848907,0.7885924187791684,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
671,2.383598916499868,1.1773376334200059,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
672,-0.6633917346180739,0.9181741569927813,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
673,0.7704862188491928,0.8404251140646133,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
674,-1.0218612229848907,0.7108433758510017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
675,1.1289557072160092,-0.7456553616699985,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
677,-0.8426264788014821,0.5423871161733059,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
679,1.3081904513994176,0.4464966298952332,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
680,-0.3049222462512574,0.503512594709222,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
682,2.5628336606832756,1.7915550725525264,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
683,0.949720963032601,0.19251642299655256,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
684,0.949720963032601,0.13550045818256376,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
685,-0.12568750206784893,-0.14439609635883874,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
688,1.4874251955828257,0.14068372771110765,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
689,0.23278198629896754,1.1877041724770936,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
691,-0.6633917346180739,0.7626760711364465,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
692,1.4874251955828257,0.44390499513096005,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
693,1.666659939766234,-0.22214513928700552,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
695,-1.9180349439019322,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
696,-1.0218612229848907,-0.1832706178229227,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
697,0.949720963032601,1.1047718600203817,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
698,-0.6633917346180739,0.3220981612101654,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
699,-0.12568750206784893,-0.4631671723643252,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
700,0.591251474665784,1.0995885904918379,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
701,1.8458946839496422,-1.7512096502076298,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
703,-1.2010959671682988,-1.7382514763862675,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
708,-1.3803307113517072,-1.8289586931357964,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
710,2.383598916499868,1.9548280627016794,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
714,-0.3049222462512574,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
715,-0.48415699043466537,1.1358714771916487,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
716,-0.48415699043466537,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
717,-0.3049222462512574,-0.465758807128596,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
718,1.666659939766234,1.05553079949921,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
720,-0.3049222462512574,-0.10552157489475478,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
721,1.1289557072160092,1.2550866763481725,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
722,-0.3049222462512574,0.3220981612101654,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
725,-1.3803307113517072,-2.033697839513303,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
727,-0.3049222462512574,-0.22473677405127862,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
728,1.3081904513994176,0.5553452899946669,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
732,-0.3049222462512574,0.45945480371659414,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
733,-1.2010959671682988,0.6590106805655567,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
734,-0.12568750206784893,1.2861862935194395,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
735,-0.3049222462512574,-0.14439609635883874,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
736,0.4120167304823758,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
737,-0.48415699043466537,-0.7689800745484495,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
738,-1.2010959671682988,-0.7948964221911726,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
739,1.666659939766234,0.9181741569927813,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
745,-0.48415699043466537,-0.15217100065165576,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
750,-0.8426264788014821,-0.40615120755033524,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
751,0.053547242115559314,-0.048505610080765954,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
752,-0.6633917346180739,0.7885924187791684,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
753,-0.12568750206784893,1.1514212857772828,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
754,-0.8426264788014821,0.10699247577556877,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
755,2.025129428133051,0.9389072351069592,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
757,0.949720963032601,0.9440905046355031,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
758,2.383598916499868,0.4775962470665001,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
760,2.2043641723164593,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
761,-1.7388001997185238,0.2184327706392756,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
762,1.3081904513994176,-0.8182211350696214,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
763,-0.48415699043466537,1.516841787539669,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
765,-1.2010959671682988,-0.14439609635883874,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
767,-0.48415699043466537,0.5449787509375791,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
769,-0.8426264788014821,-1.2328826973531806,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
771,-0.8426264788014821,1.1514212857772828,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
774,-1.7388001997185238,-1.7252933025649067,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
775,0.4120167304823758,0.7341680887294515,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
777,-0.3049222462512574,-0.22732840881555058,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
778,-0.12568750206784893,-0.7663884397841765,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
781,2.025129428133051,1.2965528325765296,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
782,-0.48415699043466537,-0.04073070578794893,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
784,0.053547242115559314,0.6408692372156518,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
785,1.1289557072160092,1.076263877613388,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
786,1.4874251955828257,1.1773376334200059,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
787,-0.48415699043466537,-0.29730254745090035,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
788,-1.3803307113517072,0.5346122118804889,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
